lr,batch_size,dropout,label_smoothing,best_train_loss,best_train_acc,best_val_loss,best_val_acc
0.001,64,0.15,0.15,0.7031857865651449,0.9959583333333333,0.6992929398218791,0.9973333333333333
0.001,64,0.1,0.1,0.5114604163964589,0.9960625,0.508114886601766,0.9975
0.001,64,0.2,0.2,0.8775799883206685,0.9957083333333333,0.8732261269887288,0.9976666666666667
0.0009,64,0.15,0.15,0.7033506504694621,0.9958333333333333,0.6995285483996073,0.9975
