config_id,seed,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time
lr0.001_bs64_dr0.0_ls0.1,42,81,0.6951,0.9999,0.7065,0.9959,30.81
lr0.001_bs64_dr0.0_ls0.1,42,82,0.6950,0.9998,0.7084,0.9955,30.82
lr0.001_bs64_dr0.0_ls0.1,42,83,0.6949,0.9998,0.7084,0.9953,30.81
lr0.001_bs64_dr0.0_ls0.1,42,84,0.6949,0.9998,0.7081,0.9953,30.83
lr0.001_bs64_dr0.0_ls0.1,42,85,0.6951,0.9998,0.7071,0.9955,30.77
lr0.001_bs64_dr0.0_ls0.1,42,86,0.6949,0.9998,0.7068,0.9955,30.84
lr0.001_bs64_dr0.0_ls0.1,42,87,0.6949,0.9998,0.7065,0.9959,30.86
lr0.001_bs64_dr0.0_ls0.1,42,88,0.6949,0.9998,0.7071,0.9956,30.84
lr0.001_bs64_dr0.0_ls0.1,42,89,0.6948,0.9998,0.7079,0.9955,30.82
lr0.001_bs64_dr0.0_ls0.1,42,90,0.6947,0.9999,0.7087,0.9951,30.83
lr0.001_bs64_dr0.0_ls0.1,42,91,0.6947,0.9999,0.7073,0.9956,30.85
lr0.001_bs64_dr0.0_ls0.1,42,92,0.6948,0.9998,0.7066,0.9956,30.85
lr0.001_bs64_dr0.0_ls0.1,42,93,0.6947,0.9999,0.7075,0.9953,30.87
lr0.001_bs64_dr0.0_ls0.1,42,94,0.6950,0.9998,0.7069,0.9953,30.83
lr0.001_bs64_dr0.0_ls0.1,42,95,0.6947,0.9998,0.7069,0.9956,30.77
lr0.001_bs64_dr0.0_ls0.1,42,96,0.6948,0.9999,0.7065,0.9958,30.84
lr0.001_bs64_dr0.0_ls0.1,42,97,0.6948,0.9998,0.7075,0.9953,30.82
lr0.001_bs64_dr0.0_ls0.1,42,98,0.6948,0.9998,0.7073,0.9955,30.82
lr0.001_bs64_dr0.0_ls0.1,42,99,0.6946,0.9999,0.7083,0.9947,30.87
lr0.001_bs64_dr0.0_ls0.1,42,100,0.6947,0.9999,0.7084,0.9947,30.85
lr0.001_bs64_dr0.1_ls0.0,42,1,3.0072,0.3739,1.4048,0.6007,32.61
lr0.001_bs64_dr0.1_ls0.0,42,2,0.6268,0.8125,0.5733,0.8296,32.93
lr0.001_bs64_dr0.1_ls0.0,42,3,0.3025,0.9097,0.3099,0.9057,32.62
lr0.001_bs64_dr0.1_ls0.0,42,4,0.2089,0.9363,0.2498,0.9239,32.40
lr0.001_bs64_dr0.1_ls0.0,42,5,0.1689,0.9484,0.1537,0.9546,32.39
lr0.001_bs64_dr0.1_ls0.0,42,6,0.1396,0.9578,0.2164,0.9353,32.37
lr0.001_bs64_dr0.1_ls0.0,42,7,0.1250,0.9616,0.1337,0.9584,32.41
lr0.001_bs64_dr0.1_ls0.0,42,8,0.1092,0.9665,0.1330,0.9598,32.19
lr0.001_bs64_dr0.1_ls0.0,42,9,0.0993,0.9697,0.1872,0.9435,32.25
lr0.001_bs64_dr0.1_ls0.0,42,10,0.0900,0.9722,0.0967,0.9695,32.18
lr0.001_bs64_dr0.1_ls0.0,42,11,0.0895,0.9718,0.0874,0.9742,32.08
lr0.001_bs64_dr0.1_ls0.0,42,12,0.0791,0.9761,0.0832,0.9758,32.28
